id,date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,hotel_continent,hotel_country,hotel_market
98884,2/24/2015 11:19,2,3,103,45,38784,,329138,0,0,9,3/3/2015,3/4/2015,2,0,1,45992,5,4,13,101
98885,3/10/2015 6:42,2,3,66,220,2086,4969.1198,329138,0,0,9,3/14/2015,3/16/2015,1,0,1,12906,5,6,144,4
98886,5/13/2015 1:48,2,3,167,51,11261,,329138,0,0,10,6/7/2015,6/11/2015,1,0,1,11224,3,4,146,1517
98887,5/13/2015 4:10,2,3,167,51,11261,,329138,0,0,10,6/1/2015,6/4/2015,1,0,1,13941,6,3,171,61
98888,9/11/2015 18:04,2,3,66,220,2086,1241.674,329138,0,0,10,9/15/2015,9/16/2015,1,0,1,26369,6,2,50,192
98889,12/2/2015 22:24,2,3,167,51,11261,,329138,0,0,10,12/9/2015,12/10/2015,2,0,1,8819,1,3,168,1242
98890,4/24/2015 10:35,37,1,69,844,22970,,329143,0,0,3,6/5/2015,6/7/2015,2,0,1,17495,1,6,204,1448
98891,4/25/2015 19:01,37,1,69,844,31273,,329143,0,0,3,6/10/2015,6/11/2015,2,0,1,56068,1,6,204,1758
98892,4/27/2015 19:13,37,1,69,784,7930,,329143,0,0,3,6/7/2015,6/8/2015,2,0,1,20934,1,6,204,1545
98893,4/30/2015 17:45,37,1,69,784,7930,,329143,0,0,3,6/13/2015,6/14/2015,2,0,1,17582,1,6,204,1561
98894,5/1/2015 18:41,37,1,69,826,48105,,329143,0,0,3,6/15/2015,6/16/2015,2,0,1,21232,1,6,204,1765
98895,7/25/2015 10:59,37,1,69,784,3053,,329143,0,0,2,10/17/2015,10/18/2015,2,0,1,32280,4,6,70,19
98896,11/2/2015 12:32,37,1,69,826,48105,,329143,0,1,2,2/17/2016,2/19/2016,2,0,1,8288,1,2,198,399
98897,12/30/2015 11:39,37,1,69,784,7930,,329143,0,0,3,2/10/2016,2/11/2016,2,0,1,33520,1,6,70,310
98898,7/25/2015 13:05,50,3,66,442,52184,352.9458,329144,1,0,10,7/25/2015,7/26/2015,2,0,1,26350,6,2,50,721
98899,8/12/2015 17:09,2,3,66,174,12454,6001.4008,329148,1,0,10,9/29/2015,9/30/2015,2,0,1,20207,6,6,105,810
98900,9/30/2015 15:44,2,3,66,337,12237,,329148,1,0,10,10/14/2015,10/15/2015,2,0,1,22270,6,6,105,1855
98901,9/8/2015 21:02,2,3,66,174,26232,753.413,329153,0,0,10,10/23/2015,10/25/2015,2,0,1,11998,1,2,50,670
98902,9/25/2015 16:19,2,3,66,174,29618,30.7924,329153,0,0,10,12/16/2015,12/19/2015,1,0,1,8279,1,2,50,1230
98903,11/5/2015 18:36,2,3,66,174,43471,232.8128,329177,0,0,10,11/22/2015,11/25/2015,2,0,1,12206,6,2,50,628
98904,5/14/2015 14:42,37,1,69,623,26706,,329179,0,0,2,5/25/2015,5/27/2015,2,0,1,8743,1,6,144,24
98905,5/9/2015 16:31,24,2,3,50,5703,,329188,0,0,10,9/17/2015,9/18/2015,2,0,1,25021,1,6,11,3
98906,5/9/2015 17:01,24,2,3,50,5703,,329188,0,0,10,9/18/2015,9/20/2015,2,0,1,24983,6,6,11,26
98907,5/9/2015 17:45,24,2,3,50,5703,,329188,0,0,10,9/21/2015,9/23/2015,2,0,1,8234,1,6,7,8
98908,5/15/2015 2:37,24,2,3,50,5224,,329188,0,0,10,9/16/2015,9/17/2015,2,0,1,21958,6,6,68,275
98909,1/11/2015 10:55,37,1,69,748,16832,,329194,0,0,1,7/10/2015,7/11/2015,2,2,1,12499,5,6,170,1894
98910,6/17/2015 9:35,8,4,77,401,8310,,329196,0,0,10,6/18/2015,6/19/2015,2,0,1,21816,6,0,63,1108
98911,2/20/2015 7:02,2,3,66,337,47005,1612.3046,329198,0,0,9,2/21/2015,2/23/2015,2,2,1,12196,6,2,50,656
98912,5/14/2015 7:52,2,3,66,348,48862,4399.3398,329198,0,0,10,5/19/2015,5/20/2015,2,0,1,30293,6,6,105,770
98913,6/13/2015 16:58,2,3,66,348,55664,3612.8321,329198,0,0,10,8/26/2015,8/28/2015,2,1,1,12243,6,6,204,27
98914,6/13/2015 17:17,2,3,66,348,55664,3446.9748,329198,0,0,10,8/21/2015,8/25/2015,2,1,1,14212,4,6,70,19
98915,9/10/2015 13:31,2,3,66,348,48862,2568.1183,329198,0,0,10,9/11/2015,9/14/2015,2,0,1,7795,6,2,50,1230
98916,12/20/2015 6:08,2,3,66,348,48862,1738.6504,329198,0,0,1,2/15/2016,2/21/2016,2,2,1,25087,6,2,50,650
98917,1/12/2015 18:55,2,3,66,311,19294,160.5715,329203,0,0,9,1/16/2015,1/18/2015,2,0,1,7635,3,2,50,675
98918,12/29/2015 13:38,2,3,66,311,19294,382.7382,329203,0,0,10,1/1/2016,1/2/2016,1,0,1,12277,6,2,50,191
98919,10/23/2015 20:20,11,3,205,155,10017,5970.7466,329206,1,0,10,11/3/2015,11/5/2015,2,0,1,8822,1,3,130,91
98920,11/4/2015 2:35,11,3,115,966,5354,,329206,1,0,10,11/5/2015,11/7/2015,2,0,1,51482,1,3,130,1387
98921,2/21/2015 9:02,2,3,66,447,50736,356.6024,329207,0,0,9,2/21/2015,2/22/2015,2,0,1,259,1,2,50,444
98922,12/17/2015 16:38,2,3,66,332,1716,449.5751,329207,0,0,10,12/17/2015,12/18/2015,1,2,1,884,3,2,50,1637
98923,1/21/2015 12:37,37,1,69,761,41949,,329210,0,0,3,3/20/2015,3/22/2015,2,0,1,8213,1,6,68,275
98924,2/16/2015 10:58,2,3,66,189,34786,1461.7878,329210,0,1,9,2/25/2015,2/27/2015,1,0,1,8243,1,2,50,409
98925,4/24/2015 7:33,2,3,66,189,34786,56.3591,329210,0,0,9,4/25/2015,4/26/2015,2,0,1,8801,1,2,50,493
98926,6/2/2015 19:38,2,3,66,189,53116,,329210,0,0,10,6/5/2015,6/6/2015,2,0,1,8267,1,2,50,675
98927,6/3/2015 13:21,2,3,66,348,48862,109.3103,329210,0,0,10,6/10/2015,6/12/2015,2,0,1,6221,3,2,50,529
98928,6/22/2015 9:06,2,3,66,189,53116,,329210,0,0,3,6/30/2015,7/1/2015,2,0,1,909,1,2,50,534
98929,8/20/2015 6:34,2,3,66,189,53116,,329210,0,0,10,8/24/2015,8/25/2015,2,0,1,8230,1,2,50,637
98930,9/22/2015 12:59,2,3,66,348,48862,3464.0644,329210,0,0,10,9/28/2015,10/2/2015,1,0,1,8253,1,6,70,19
98931,6/4/2015 20:24,2,3,66,174,3539,156.0359,329212,0,0,10,6/26/2015,6/27/2015,2,0,1,25468,6,2,50,365
98932,9/12/2015 20:53,2,3,66,174,3539,2147.622,329212,0,0,0,9/30/2015,10/1/2015,2,0,1,8229,1,2,50,678
98933,9/12/2015 21:18,2,3,66,174,3539,2184.4096,329212,0,0,0,10/1/2015,10/2/2015,2,0,1,17563,1,2,50,1235
98934,7/30/2015 0:37,2,3,66,174,3622,351.1065,329222,0,0,0,8/9/2015,8/12/2015,4,4,2,12132,1,2,50,366
98935,1/23/2015 9:58,2,3,66,220,5538,4693.1519,329228,0,1,9,5/13/2015,5/20/2015,2,0,1,13094,3,2,50,212
98936,10/26/2015 17:37,2,3,66,220,5538,430.2967,329228,0,0,10,12/6/2015,12/9/2015,2,0,1,12149,1,2,50,624
98937,5/22/2015 10:58,2,3,66,442,53708,1817.4164,329231,0,0,10,7/28/2015,8/3/2015,2,2,2,4549,3,2,50,660
98938,3/29/2015 17:44,2,3,66,331,54953,4809.3855,329232,0,0,9,6/24/2015,6/28/2015,3,0,1,12492,5,6,105,29
98939,3/29/2015 18:00,2,3,66,331,54953,4547.9985,329232,0,0,9,6/28/2015,7/3/2015,3,0,1,8806,1,6,105,22
98940,8/31/2015 6:37,2,3,66,442,76,3867.9976,329233,0,0,10,10/25/2015,10/31/2015,1,0,1,8857,1,2,50,214
98941,9/30/2015 11:25,2,3,66,153,42606,,329233,0,0,10,10/9/2015,10/11/2015,1,0,1,1531,3,2,50,365
98942,2/24/2015 20:16,11,3,205,385,46963,2553.8663,329235,1,0,1,3/11/2015,3/12/2015,4,0,2,43025,3,2,50,355
98943,12/26/2015 7:51,11,3,205,385,46963,69.2216,329235,1,0,1,12/26/2015,12/27/2015,4,0,2,51847,3,2,198,383
98944,1/18/2015 11:29,11,3,205,411,54864,322.9871,329236,0,0,9,1/21/2015,1/22/2015,2,0,1,25963,6,2,198,371
98945,5/25/2015 13:00,2,3,218,30,24596,,329245,0,0,10,6/17/2015,6/22/2015,2,0,1,8268,1,2,50,682
98946,7/30/2015 3:36,2,3,66,442,43456,783.0537,329248,0,0,10,8/5/2015,8/6/2015,2,2,1,8236,1,2,50,656
98947,5/1/2015 12:44,2,3,66,351,52368,246.0956,329255,1,0,2,5/1/2015,5/3/2015,2,0,1,12525,5,2,50,731
98948,2/27/2015 17:59,37,1,69,573,33444,,329256,0,0,5,3/18/2015,3/20/2015,2,0,1,8747,1,3,106,107
98949,4/21/2015 17:37,11,3,205,385,43479,260.9328,329262,1,0,9,5/21/2015,5/23/2015,2,0,1,64940,6,2,50,690
98950,2/14/2015 18:06,2,3,66,448,50947,217.9334,329263,0,0,3,3/28/2015,3/31/2015,2,0,1,13411,4,2,50,675
98951,7/6/2015 16:36,2,3,66,462,11417,883.3027,329281,0,0,1,7/17/2015,7/19/2015,1,0,1,12206,6,2,50,628
98952,9/29/2015 12:27,51,4,77,824,15015,442.6264,329283,0,0,10,9/29/2015,9/30/2015,6,0,3,21821,6,0,63,1108
98953,9/30/2015 18:48,51,4,77,824,15015,722.7393,329283,0,0,10,10/1/2015,10/2/2015,8,0,4,21367,1,0,63,934
98954,1/18/2015 10:41,2,3,66,174,5938,84.9697,329302,0,0,9,1/22/2015,1/23/2015,2,0,1,12175,6,2,50,366
98955,3/13/2015 12:26,2,3,66,196,2428,0.8696,329310,1,0,2,5/1/2015,5/3/2015,2,0,1,8291,1,2,50,191
98956,4/24/2015 19:15,2,3,95,37,46117,,329310,1,0,9,4/25/2015,4/26/2015,2,0,1,15985,5,6,12,1851
98957,9/6/2015 20:52,2,3,66,174,26232,6144.6695,329310,1,0,0,9/7/2015,9/9/2015,2,0,1,19964,6,3,99,88
98958,5/8/2015 9:36,53,1,69,712,38761,,329315,0,0,10,8/21/2015,8/24/2015,2,0,1,28082,6,6,105,1409
98959,12/1/2015 9:28,2,3,66,442,21621,1716.8271,329332,0,0,1,1/12/2016,1/16/2016,2,0,1,7635,3,2,50,675
98960,3/21/2015 13:29,2,3,66,348,13371,2466.5702,329342,0,1,1,4/13/2015,4/17/2015,2,0,1,12217,6,2,50,365
98961,6/28/2015 9:18,2,3,66,321,3263,62.0804,329360,0,0,3,7/4/2015,7/5/2015,2,2,1,14811,1,2,50,512
98962,9/2/2015 12:10,2,3,66,321,3263,1619.7035,329360,0,1,10,11/19/2015,11/24/2015,1,0,1,8791,1,4,8,110
98963,9/4/2015 6:22,2,3,66,321,11748,1071.8229,329360,0,0,2,9/3/2016,9/7/2016,1,0,1,8811,1,2,198,391
98964,10/13/2015 6:51,2,3,66,321,42409,38.0668,329360,0,0,0,10/22/2015,10/23/2015,2,0,1,12691,5,2,50,646
98965,2/2/2015 12:47,2,3,66,220,5444,3.6533,329365,1,0,9,2/2/2015,2/3/2015,2,0,1,12008,1,2,50,686
98966,2/9/2015 11:39,2,3,66,174,6844,2184.1318,329365,0,0,9,2/17/2015,2/19/2015,1,0,1,12792,5,2,50,1519
98967,5/27/2015 9:44,8,4,77,824,4558,,329369,0,1,10,6/1/2015,6/10/2015,4,0,2,11815,1,3,5,1701
98968,3/10/2015 18:48,2,3,66,356,28014,5665.1577,329387,1,0,9,9/6/2015,9/7/2015,1,0,1,47097,6,6,105,1808
98969,3/15/2015 15:13,2,3,66,356,28014,378.2923,329387,1,0,1,3/20/2015,3/24/2015,3,0,1,24192,6,2,50,360
98970,4/5/2015 15:03,2,3,66,356,28014,201.0561,329387,1,0,0,4/9/2015,4/10/2015,1,1,1,43676,1,2,50,600
98971,4/8/2015 17:10,2,3,66,356,28014,2090.0293,329387,1,0,9,4/18/2015,4/21/2015,1,1,1,8216,1,2,50,350
98972,3/12/2015 8:43,2,3,144,10,26750,,329400,1,0,9,5/10/2015,5/17/2015,2,0,1,8829,1,2,50,693
98973,8/1/2015 5:20,2,3,205,354,51792,,329415,0,0,10,9/18/2015,9/19/2015,2,0,1,8253,1,6,70,19
98974,3/16/2015 18:12,2,3,66,174,24103,6174.1146,329421,0,0,1,10/14/2015,10/16/2015,3,0,1,20330,1,3,126,266
98975,3/16/2015 18:22,2,3,66,174,24103,5959.5729,329421,0,0,1,10/5/2015,10/10/2015,2,0,1,8282,1,3,126,232
98976,6/20/2015 8:10,2,3,66,442,17901,46.9697,329437,1,0,1,6/20/2015,6/21/2015,2,2,1,12261,6,2,50,412
98977,7/25/2015 8:43,2,3,66,442,17901,52.9488,329437,1,0,3,8/5/2015,8/8/2015,2,0,1,26961,1,2,50,1098
98978,10/30/2015 8:09,2,3,66,442,17901,3.9359,329437,1,0,10,10/30/2015,10/31/2015,2,0,1,26939,6,2,50,743
98979,9/22/2015 14:24,2,3,66,174,52320,159.7905,329439,0,0,10,10/1/2015,10/2/2015,2,1,1,8832,1,2,50,627
98980,2/5/2015 16:09,2,3,66,174,24103,7.5995,329446,1,0,9,2/7/2015,2/8/2015,2,0,1,4577,3,2,50,365
98981,3/20/2015 8:30,2,3,66,174,14752,221.3513,329446,1,0,9,4/17/2015,4/19/2015,4,0,2,12206,6,2,50,628
98982,9/2/2015 12:44,2,3,66,174,24103,102.714,329446,1,0,10,9/18/2015,9/20/2015,2,0,1,9147,1,2,50,367
98983,6/19/2015 13:38,2,3,66,348,48862,206.7719,329447,0,0,5,6/20/2015,6/21/2015,5,0,2,13852,4,2,50,191
98984,5/25/2015 17:33,2,3,215,780,20652,,329471,0,0,10,5/25/2015,5/26/2015,2,0,1,1379,1,4,8,125
98985,6/23/2015 15:44,2,3,215,780,18632,,329471,0,0,10,7/1/2015,7/5/2015,2,2,1,8787,1,4,8,109
98986,7/27/2015 16:02,2,3,215,780,38000,,329471,0,0,10,7/27/2015,7/28/2015,1,0,1,1114,1,4,8,122
98987,6/23/2015 22:19,37,1,66,337,30384,231.9555,329475,0,0,10,6/26/2015,6/28/2015,4,0,1,8223,1,2,50,690
98988,2/7/2015 10:04,2,3,66,435,5391,153.371,329481,0,0,1,2/10/2015,2/11/2015,1,1,1,17895,4,2,50,350
98989,3/5/2015 17:58,2,3,66,435,5391,97.9076,329481,0,0,1,5/1/2015,5/2/2015,1,2,1,305,1,2,50,453
98990,3/15/2015 9:37,2,3,66,435,5391,437.7455,329481,0,0,9,3/19/2015,3/21/2015,1,1,1,13010,4,2,50,641
98991,11/15/2015 17:41,2,3,66,435,5391,6330.0393,329481,0,0,10,12/26/2015,12/29/2015,3,0,1,8247,1,3,0,1500
98992,11/15/2015 18:09,2,3,66,435,5391,6298.3944,329481,0,0,10,12/25/2015,12/26/2015,3,0,1,12890,5,3,0,1447
98993,6/19/2015 5:46,2,3,66,351,50124,131.6758,329484,0,0,0,6/19/2015,6/21/2015,2,0,1,27082,6,2,50,641
98994,3/31/2015 19:45,2,3,66,462,49272,7452.1552,329489,0,0,9,9/30/2015,10/1/2015,6,0,1,44324,8,3,182,46
98995,10/21/2015 10:56,2,3,66,462,49272,0.3338,329489,0,0,10,10/22/2015,10/23/2015,2,0,1,12270,6,2,50,663
98996,12/23/2015 13:01,2,3,66,462,49272,875.3108,329489,0,0,10,12/30/2015,12/31/2015,2,0,1,12206,6,2,50,628
98997,7/30/2015 5:55,41,3,66,311,43837,2575.7518,329494,0,1,10,9/16/2015,9/21/2015,0,0,1,12132,1,2,50,366
98998,4/11/2015 18:46,2,3,66,153,6683,153.2243,329504,1,0,9,4/11/2015,4/12/2015,2,0,1,62187,6,2,50,659
98999,3/3/2015 12:41,2,3,80,38,52486,,329508,0,0,9,3/13/2015,3/14/2015,2,0,1,8156,3,5,202,171
99000,2/7/2015 0:46,2,3,12,921,26044,,329511,0,0,9,4/12/2015,4/13/2015,2,2,1,12319,5,6,208,951
99001,2/5/2015 10:23,2,3,66,331,21854,535.2579,329514,1,0,9,4/9/2015,4/12/2015,1,0,1,8267,1,2,50,675
99002,3/5/2015 7:10,2,3,66,435,33971,81.0112,329514,0,0,0,3/28/2015,3/30/2015,2,0,1,11989,1,2,50,511
99003,2/23/2015 10:07,2,3,66,220,39834,4707.3334,329525,0,0,9,4/23/2015,4/27/2015,2,0,1,22771,1,6,144,13
99004,5/11/2015 11:40,2,3,66,220,39834,947.731,329525,0,0,10,6/3/2015,6/7/2015,2,0,1,8267,1,2,50,675
99005,6/19/2015 6:15,2,3,66,220,285,155.2035,329532,0,0,2,6/28/2015,6/29/2015,2,0,1,8268,1,2,50,682
99006,12/3/2015 17:03,2,3,66,220,285,2304.5597,329532,0,0,3,6/8/2016,6/11/2016,2,2,1,12175,6,2,50,366
99007,6/19/2015 18:44,2,3,66,226,56030,130.4688,329548,1,0,10,6/28/2015,6/29/2015,2,0,1,15575,1,2,50,454
99008,6/30/2015 21:25,2,3,149,290,33116,,329548,0,1,10,7/2/2015,7/4/2015,2,0,1,468,1,3,48,153
99009,1/11/2015 21:27,2,3,66,174,17494,2038.6728,329568,0,0,9,7/26/2015,7/27/2015,2,2,1,44207,8,2,50,649
99010,5/3/2015 21:30,2,3,66,356,4751,177.9629,329568,0,0,1,12/23/2015,12/26/2015,2,0,1,23495,6,2,50,607
99011,5/16/2015 10:21,2,3,66,174,18354,527.0828,329568,0,0,10,7/3/2015,7/5/2015,2,0,1,23399,6,2,50,1179
99012,8/7/2015 14:08,2,3,66,356,4751,124.0722,329568,1,0,10,12/23/2015,12/26/2015,2,2,1,21489,1,2,50,651
99013,11/11/2015 10:26,2,3,66,356,22202,567.3247,329568,0,0,3,7/16/2016,7/17/2016,2,2,1,24860,6,2,50,673
99014,12/4/2015 10:30,2,3,66,356,22202,46.3758,329568,0,0,10,12/22/2015,12/23/2015,2,0,1,23600,6,2,50,660
99015,6/13/2015 8:02,11,3,205,135,27655,334.184,329590,1,0,10,7/12/2015,7/17/2015,2,2,1,26478,6,2,198,387
99016,7/20/2015 18:04,2,3,66,226,20170,802.9154,329594,0,0,10,7/30/2015,8/2/2015,2,0,1,7616,3,2,50,462
99017,6/16/2015 8:01,2,3,66,254,2037,,329597,0,0,10,7/22/2015,7/26/2015,1,0,1,35991,6,2,50,368
99018,11/3/2015 20:43,2,3,66,254,7110,2156.0754,329597,0,1,10,2/8/2016,2/15/2016,2,0,1,11439,1,4,163,1503
99019,7/3/2015 12:42,51,4,77,824,10803,,329598,0,1,10,9/22/2015,9/24/2015,3,0,1,8789,1,0,63,962
99020,4/27/2015 5:56,2,3,66,293,42884,1417.5308,329605,1,0,1,6/13/2015,6/14/2015,2,1,1,40606,6,2,50,673
99021,10/5/2015 20:41,2,3,66,293,42884,1289.6415,329605,1,1,0,11/24/2015,11/28/2015,2,1,1,11938,1,4,8,126
99022,12/3/2015 22:19,2,3,66,351,7929,770.8777,329605,1,0,1,12/24/2015,12/26/2015,2,1,1,17672,6,2,50,682
99023,1/28/2015 19:07,2,3,66,184,25810,491.8677,329609,0,0,1,2/6/2015,2/7/2015,2,0,1,11984,1,2,50,550
99024,3/23/2015 8:11,2,3,66,184,25810,758.893,329609,0,0,1,4/16/2015,4/19/2015,4,0,2,26887,6,2,50,1100
99025,4/22/2015 19:15,2,3,66,184,26748,778.9007,329609,0,0,9,4/24/2015,4/26/2015,1,0,1,26756,6,2,50,414
99026,1/15/2015 9:19,2,3,66,448,45508,218.0776,329617,0,0,9,2/10/2015,2/11/2015,1,0,1,42248,4,2,50,862
99027,1/20/2015 6:20,2,3,66,448,45508,315.5463,329617,0,0,9,6/10/2015,6/13/2015,1,0,1,62927,6,2,50,420
99028,3/2/2015 13:45,2,3,66,448,45508,931.4997,329617,0,0,9,4/23/2015,4/26/2015,1,0,1,26738,6,2,50,192
99029,3/2/2015 14:02,2,3,66,448,45508,958.1833,329617,0,0,9,5/26/2015,5/29/2015,2,0,1,12228,6,2,50,411
99030,3/4/2015 7:12,2,3,66,448,45508,316.5652,329617,0,0,2,3/27/2015,3/28/2015,2,1,1,12332,5,2,50,493
99031,3/10/2015 5:49,2,3,66,448,45508,326.3038,329617,0,0,9,4/12/2015,4/13/2015,1,0,1,29414,4,2,50,614
99032,3/10/2015 6:04,2,3,66,448,45508,230.0503,329617,0,0,9,4/13/2015,4/14/2015,1,0,1,55687,4,2,50,861
99033,3/10/2015 6:18,2,3,66,448,45508,226.0745,329617,0,0,9,4/14/2015,4/16/2015,1,0,1,29411,4,2,50,1519
99034,3/10/2015 6:47,2,3,66,448,45508,306.7697,329617,0,0,9,4/16/2015,4/17/2015,1,0,1,50887,4,2,50,442
99035,6/3/2015 8:35,2,3,66,448,45508,3925.1305,329617,0,0,10,7/24/2015,7/25/2015,1,0,1,15142,5,6,7,246
99036,8/7/2015 10:03,2,3,66,448,43175,285.0475,329617,0,0,0,8/18/2015,8/21/2015,1,0,1,26557,6,2,50,826
99037,8/12/2015 9:30,2,3,66,448,43175,175.6302,329617,0,0,10,9/16/2015,9/17/2015,1,0,1,59809,4,2,50,697
99038,10/29/2015 7:37,2,3,66,448,45508,282.9072,329617,0,0,10,11/3/2015,11/6/2015,1,0,1,18721,1,2,50,727
99039,9/1/2015 19:36,2,3,66,311,538,109.2804,329627,0,0,10,11/28/2015,11/30/2015,3,0,1,25615,6,2,50,877
99040,2/9/2015 11:39,2,3,39,0,55763,,329630,0,0,9,2/17/2015,2/18/2015,1,0,1,21923,6,6,135,278
99041,3/24/2015 11:31,2,3,205,354,25315,2424.6212,329630,0,1,9,4/8/2015,4/12/2015,1,0,1,8976,1,4,52,202
99042,8/27/2015 17:39,2,3,69,761,41949,,329630,1,0,10,8/30/2015,8/31/2015,1,0,1,45120,1,2,198,404
99043,9/13/2015 9:19,2,3,205,354,51792,,329630,0,0,10,9/19/2015,9/20/2015,2,0,1,14875,1,2,198,750
99044,9/16/2015 8:09,2,3,205,312,10553,3918.8299,329630,0,0,10,9/28/2015,9/30/2015,1,0,1,23482,6,6,70,19
99045,10/20/2015 8:39,2,3,66,348,48862,2456.8621,329630,0,1,10,10/30/2015,11/1/2015,1,0,1,8254,1,2,50,365
99046,12/29/2015 12:24,2,3,205,354,51792,,329630,0,0,10,12/31/2015,1/3/2016,2,0,1,8250,1,2,50,628
99047,1/23/2015 6:27,2,3,66,442,76,970.9477,329631,0,0,2,5/29/2015,5/30/2015,4,0,2,12239,6,2,50,682
99048,2/3/2015 13:58,2,3,66,442,76,4.1534,329631,0,0,9,2/7/2015,2/8/2015,3,0,1,12966,4,2,50,406
99049,3/14/2015 11:09,2,3,66,442,25538,254.9143,329631,0,0,9,3/16/2015,3/17/2015,1,0,1,212,1,2,50,433
99050,10/6/2015 12:12,2,3,66,442,18617,,329631,0,0,10,2/25/2016,2/28/2016,2,1,1,11647,1,2,50,910
99051,8/9/2015 14:18,2,3,66,340,43356,229.3517,329633,1,0,0,8/14/2015,8/16/2015,2,0,1,486,1,2,50,726
